MLSNumber, Street, City, BR, Bath, Footage, Price, PriceSqFt, County, Zone, Source, Date, URL
1072327, 629 Northbrook, Lompoc, 3, 3, 1652, 370000, 223.97094430992735, SB, 0, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072327
1072320, 1249 Westbrook, Lompoc, 3, 2, 1791, 389000, 217.19709659408153, SB, 0, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072320
1072319, 247 Brisa Del Mar, Lompoc, 3, 2, 2360, 518000, 219.4915254237288, SB, 0, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072319
1072317, 2760 Cedar, Morro Bay, 2, 2, 976, 550000, 563.5245901639345, SLO, 1, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072317
1072288, 1007 Jacqueline, Nipomo, 3, 3, 2325, 699900, 301.03225806451616, SLO, 0, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072288
1072323, 2531 Cienaga, Oceano, 2, 1, 720, 159000, 220.83333333333334, SLO, 2, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072323
1072325, 610 Sunrise, Santa Maria, 2, 2, 1129, 250000, 221.43489813994685, SB, 0, 0, October 23, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072325
1072316, 765 Mesa View, Arroyo Grande, 4, 2, 1560, 197500, 126.6025641025641, SLO, 2, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072316
1072231, 9900 Carmelita, Atascadero, 3, 3, 2253, 874900, 388.3266755437195, SLO, 3, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072231
1072312, 1009 Walnut, Lompoc, 2, 2, 935, 165000, 176.47058823529412, SB, 0, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072312
1072290, 1057 Armstrong, Lompoc, 3, 2, 1247, 379900, 304.6511627906977, SB, 0, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072290
1072314, 932 Jacqueline, Nipomo, 3, 3, 2703, 794900, 294.0806511283759, SLO, 0, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072314
1072309, 849 Vista Del Sol, Santa Maria, 2, 2, 1248, 65000, 52.083333333333336, SB, 0, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072309
1072289, 265 Moon Dance, Santa Maria, 3, 3, 1347, 359000, 266.5181885671863, SB, 0, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072289
1072276, 4428 Village Knoll, Santa Maria, 3, 2, 1421, 419500, 295.2146375791696, SB, 0, 0, October 22, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072276
1072308, 292 Sunrise Terrace, Arroyo Grande, 2, 2, 1484, 285000, 192.04851752021563, SLO, 2, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072308
1072241, 1160 Royal Oak, Arroyo Grande, 3, 3, 2480, 899000, 362.5, SLO, 2, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072241
1072281, 9167 Casero, Atascadero, 4, 3, 2251, 469900, 208.751665926255, SLO, 3, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072281
1072294, 14595 Morro, Atascadero, 3, 3, 2064, 589000, 285.36821705426354, SLO, 3, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072294
1072284, 8445 Los Osos, Atascadero, 4, 3, 2574, 725000, 281.66278166278164, SLO, 3, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072284
1072286, 230 Menlo, Buellton, 3, 2, 1668, 498000, 298.56115107913666, Other, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072286
1072271, 1617 Ramona, Grover Beach, 2, 2, 1060, 299900, 282.92452830188677, SLO, 2, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072271
1072256, 501 Heritage, Los Alamos, 4, 2, 2112, 589000, 278.88257575757575, SB, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072256
1072280, 586 Binscarth, Los Osos, 2, 2, 1181, 429000, 363.2514817950889, SLO, 1, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072280
1072071, 1462 13th, Los Osos, 3, 2, 1225, 485000, 395.9183673469388, SLO, 1, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072071
1072270, 731 Piney, Morro Bay, 2, 3, 1475, 579000, 392.54237288135596, SLO, 1, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072270
1072291, 1280 Saint Andrews, Nipomo, 3, 3, 2121, 639000, 301.2729844413013, SLO, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072291
1072234, 1012 Upper Los Berros, Nipomo, 2, 2, 3000, 950000, 316.6666666666667, SLO, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072234
1072304, 374 Pier, Oceano, 4, 2, 1230, 449000, 365.0406504065041, SLO, 2, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072304
1072287, 2804 Cottage, Paso Robles, 3, 3, 1197, 355000, 296.5747702589808, SLO, 4, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072287
1072153, 2843 Cottage, Paso Robles, 3, 3, 1481, 358000, 241.72856178257933, SLO, 4, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072153
1072194, 410 Peachtree, Paso Robles, 3, 3, 2158, 650000, 301.2048192771084, SLO, 4, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072194
1072266, 1255 Orcutt, San Luis Obispo, 2, 1, 800, 169000, 211.25, SLO, 1, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072266
1072268, 1290 Kenwood, Santa Barbara, 4, 4, 1988, 1349900, 679.0241448692153, SB, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072268
1072307, 1900 Lincoln, Santa Maria, 3, 2, 1240, 130000, 104.83870967741936, SB, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072307
1072283, 1726 Adelyne, Santa Maria, 3, 2, 1445, 325000, 224.9134948096886, SB, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072283
1072292, 425 Soares, Santa Maria, 2, 2, 1246, 375500, 301.36436597110753, SB, 0, 0, October 21, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072292
1072274, 658 Woodland, Arroyo Grande, 3, 2, 1615, 589000, 364.70588235294116, SLO, 2, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072274
1072233, 1101 Shannon, Arroyo Grande, 4, 3, 1682, 739000, 439.3579072532699, SLO, 2, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072233
1072253, 680 Golden Grove, Arroyo Grande, 4, 3, 2584, 819000, 316.9504643962848, SLO, 2, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072253
1072229, 234 Kim Sue, Buellton, 3, 3, 1596, 539000, 337.719298245614, Other, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072229
1072193, 105 8th, Cayucos, 4, 3, 2500, 1150000, 460.0, SLO, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072193
1072277, 313 M, Lompoc, 3, 2, 1371, 180000, 131.2910284463895, SB, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072277
1072272, 1308 A, Lompoc, 3, 2, 1815, 342900, 188.92561983471074, SB, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072272
1072265, 480 Mar Vista, Los Osos, 2, 2, 827, 435000, 525.9975816203143, SLO, 1, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072265
1072264, 1170 Redberry, Nipomo, 3, 2, 2250, 615000, 273.3333333333333, SLO, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072264
1072218, 1545 Camino Mariposa, Nipomo, 4, 2, 2404, 849900, 353.53577371048254, SLO, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072218
1072186, 1460 25th, Oceano, 3, 2, 1583, 479900, 303.15855969677824, SLO, 2, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072186
1072119, 3336 Harbor, Paso Robles, 2, 1, 819, 150000, 183.15018315018315, SLO, 4, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072119
1072195, 413 12th, Paso Robles, 2, 1, 1175, 415000, 353.1914893617021, SLO, 4, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072195
1072251, 217 Cima De Colina, Pismo Beach, 3, 3, 2502, 1150000, 459.6322941646683, SLO, 2, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072251
1072238, 880 Alyssum, San Luis Obispo, 2, 2, 1078, 529000, 490.7235621521336, SLO, 1, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072238
1072184, 1383 Fairway, San Luis Obispo, 4, 2, 1657, 687000, 414.60470730235363, SLO, 1, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072184
1072254, 2410 K, Santa Margarita, 4, 3, 2016, 250000, 124.0079365079365, SLO, 3, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072254
1072262, 1623 Pacific Grove, Santa Maria, 3, 3, 1491, 259000, 173.70892018779344, SB, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072262
1072250, 530 Santa Cruz, Santa Maria, 3, 2, 1426, 359900, 252.3842917251052, SB, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072250
1072267, 2504 Calderon, Santa Maria, 4, 3, 2275, 465000, 204.3956043956044, SB, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072267
1072249, 266 Foxenwood, Santa Maria, 3, 2, 2066, 599777, 290.3083252662149, SB, 0, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072249
1072257, 114 Brookline, Templeton, 3, 2, 1833, 469000, 255.86470267321332, SLO, 3, 0, October 20, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072257
1072216, 541 Bakeman, Arroyo Grande, 2, 1, 1008, 379900, 376.88492063492066, SLO, 2, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072216
1072227, 1771 Lyn, Arroyo Grande, 4, 3, 3115, 1269000, 407.3836276083467, SLO, 2, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072227
1072155, 2230 Valley Oaks, Arroyo Grande, 4, 7, 5654, 2285000, 404.1386628935267, SLO, 2, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072155
1072209, 10506 Cuesta, Atascadero, 3, 2, 1680, 310000, 184.52380952380952, SLO, 3, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072209
1072215, 8155 San Andres, Atascadero, 2, 1, 1584, 424900, 268.2449494949495, SLO, 3, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072215
1072219, 760 Huntington, Cambria, 2, 3, 1765, 529000, 299.7167138810198, SLO, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072219
1072226, 1308 Willow, Lompoc, 4, 2, 1220, 329900, 270.40983606557376, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072226
1072185, 567 Bernardo, Morro Bay, 3, 4, 2112, 795000, 376.42045454545456, SLO, 1, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072185
1072196, 224 Kern, Morro Bay, 3, 3, 2100, 1236000, 588.5714285714286, SLO, 1, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072196
1072221, 656 Nipomo Oaks, Nipomo, 3, 3, 1584, 425000, 268.30808080808083, SLO, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072221
1072237, 210 Las Flores, Nipomo, 3, 2, 1857, 531900, 286.4297253634895, SLO, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072237
1072242, 2665 Edgewood, Paso Robles, 3, 3, 2000, 535000, 267.5, SLO, 4, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072242
1072240, 7055 Adelaida, Paso Robles, 4, 3, 2240, 1745000, 779.0178571428571, SLO, 4, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072240
1072223, 126 Florin, Pismo Beach, 3, 2, 2050, 1425000, 695.1219512195122, SLO, 2, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072223
1072222, 370 Wadsworth, Pismo Beach, 8, 3, 3542, 2800000, 790.5138339920949, SLO, 2, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072222
1072204, 58 Los Palos, San Luis Obispo, 3, 2, 1293, 489500, 378.5769528228925, SLO, 1, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072204
1072230, 374 Junipero, San Luis Obispo, 3, 3, 2076, 739000, 355.9730250481696, SLO, 1, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072230
1072187, 519 Taylor, Santa Maria, 2, 2, -1, 43990, -43990.0, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072187
1072245, 4750 Blosser, Santa Maria, 2, 2, 1600, 184900, 115.5625, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072245
1072217, 151 View Park, Santa Maria, 3, 2, 1409, 275000, 195.1738821859475, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072217
1072205, 2237 Cordoban, Santa Maria, 3, 3, 1874, 359900, 192.04909284951975, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072205
1072228, 1018 Susan, Santa Maria, 3, 2, 1828, 389000, 212.80087527352296, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072228
1072244, 538 Garnet, Santa Maria, 4, 3, 1879, 399900, 212.8259712613092, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072244
1072118, 222 Larkspur, Santa Maria, 2, 2, 1682, 440000, 261.59334126040426, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072118
1072116, 2931 Lorencita, Santa Maria, 3, 3, 3554, 790000, 222.28474957794035, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072116
1072206, 2920 Avenida Caballo, Santa Ynez, 3, 3, 2644, 1495000, 565.4311649016641, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072206
1072247, 2861 Ridge, Santa Ynez, 3, 4, 4931, 2995000, 607.3818698032853, SB, 0, 0, October 19, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072247
1072141, 603 Via Firenze, Arroyo Grande, 3, 4, 2619, 939000, 358.53379152348225, SLO, 2, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072141
1072173, 5750 Olmeda, Atascadero, 2, 2, 1003, 355000, 353.938185443669, SLO, 3, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072173
1072177, 7900 Cortez, Atascadero, 3, 2, 1200, 369000, 307.5, SLO, 3, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072177
1072172, 5760 Olmeda, Atascadero, 3, 3, 1460, 385000, 263.6986301369863, SLO, 3, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072172
1072135, 11805 Cenegal, Atascadero, 4, 2, 2368, 699900, 295.5658783783784, SLO, 3, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072135
1071531, 8330 Del Rio, Atascadero, 4, 4, 2169, 798800, 368.2803135085293, SLO, 3, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071531
1072192, 4400 Out Of Area, Bakersfield, 4, 2, 2773, 825000, 297.5117201586729, Other, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072192
1072208, 2406 Balboa, Lompoc, 3, 2, 1342, 229000, 170.6408345752608, SB, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072208
1072197, 2983 Courtney, Lompoc, 3, 3, 2429, 530000, 218.1967888019761, SB, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072197
1072148, 633 Ramona, Los Osos, 2, 2, 1296, 235000, 181.32716049382717, SLO, 1, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072148
1072201, 475 South Bay, Morro Bay, 1, 1, 600, 159000, 265.0, SLO, 1, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072201
1072150, 571 Citation, Out Of Area, 4, 3, 2586, 850000, 328.69296210363495, Other, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072150
1072191, 4660 Silver Saddle, Paso Robles, 3, 2, 1215, 289000, 237.86008230452674, SLO, 4, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072191
1072188, 621 Nicklaus, Paso Robles, 3, 3, 1621, 359900, 222.02344231955584, SLO, 4, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072188
1072210, 1594 Stormy, Paso Robles, 3, 2, 1625, 459000, 282.46153846153845, SLO, 4, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072210
1072175, 229 Branch, San Luis Obispo, 3, 2, 1223, 649000, 530.6623058053966, SLO, 1, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072175
1072190, 71 Chuparrosa, San Luis Obispo, 3, 3, 1703, 650000, 381.6793893129771, SLO, 1, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072190
1072170, 518 Bluerock, San Luis Obispo, 3, 3, 2018, 825000, 408.82061446977207, SLO, 1, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072170
1072179, 22313 F, Santa Margarita, 3, 1, 920, 350000, 380.4347826086956, SLO, 3, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072179
1072180, 829 Camino Colegio, Santa Maria, 3, 1, 1080, 299000, 276.85185185185185, SB, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072180
1072174, 710 School, Santa Maria, 3, 2, 1540, 305000, 198.05194805194805, SB, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072174
1072203, 818 Alvin, Santa Maria, 4, 2, 1368, 339000, 247.80701754385964, SB, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072203
1072166, 1002 Stokes, Santa Maria, 4, 2, 1435, 340000, 236.93379790940767, SB, 0, 0, October 18, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072166
1072117, 6075 Nacimiento Shores, Bradley, 3, 2, 1300, 450000, 346.15384615384613, Other, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072117
1072152, 432 Exeter, Cambria, 4, 4, 3625, 1495000, 412.41379310344826, SLO, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072152
1072154, 1442 Manhattan, Grover Beach, 2, 1, 984, 429000, 435.9756097560976, SLO, 2, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072154
1072140, 200 Village Circle, Lompoc, 2, 2, 1263, 184900, 146.3974663499604, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072140
1072054, Address Not Available, Lompoc, 3, 2, 1652, 305000, 184.62469733656175, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072054
1072139, 704 Southbrook, Lompoc, 4, 3, 1987, 394900, 198.74182184197284, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072139
1071869, 600 Coleman, Lompoc, 3, 2, 1896, 424500, 223.89240506329114, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071869
1072167, 1633 Front, Oceano, 2, 2, 1126, 340000, 301.9538188277087, SLO, 2, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072167
1072144, 1046 Samantha, Paso Robles, 3, 2, 1448, 399900, 276.1740331491713, SLO, 4, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072144
1072143, 1640 Leah, Paso Robles, 4, 4, 2681, 579000, 215.96419246549794, SLO, 4, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072143
1072125, 3510 Yosemite, Paso Robles, 8, 4, 4356, 639000, 146.69421487603304, SLO, 4, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072125
1072132, 247 Silver Oak, Paso Robles, 4, 3, 3220, 649000, 201.5527950310559, SLO, 4, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072132
1072128, 2664 River, Paso Robles, 3, 3, 2712, 799900, 294.94837758112095, SLO, 4, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072128
1072151, 195 Foothill, Pismo Beach, 3, 3, 2456, 1295000, 527.2801302931596, SLO, 2, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072151
1072156, 107 Indio, Pismo Beach, 3, 2, 1593, 2495000, 1566.227244193346, SLO, 2, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072156
1072120, 1130 Woodside, San Luis Obispo, 3, 3, 2211, 709000, 320.6693803708729, SLO, 1, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072120
1072030, 661 Funston, San Luis Obispo, 4, 3, 1762, 740000, 419.9772985244041, SLO, 1, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072030
1072072, 547 Dana, San Luis Obispo, 3, 2, 1280, 899000, 702.34375, SLO, 1, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072072
1072169, 519 Taylor, Santa Maria, 2, 2, 1440, 48000, 33.333333333333336, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072169
1072168, 402 Evergreen, Santa Maria, 4, 2, 1604, 292000, 182.04488778054863, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072168
1072145, 1184 Bauer, Santa Maria, 4, 2, 1299, 325000, 250.1924557351809, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072145
1072149, 801 Terry, Santa Maria, 3, 2, 1302, 349900, 268.7403993855607, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072149
1072171, 2349 Eastbury, Santa Maria, 3, 3, 1896, 349900, 184.54641350210971, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072171
1072160, 1865 Silva, Santa Maria, 3, 2, 1570, 429000, 273.2484076433121, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072160
1072091, 1709 Odin, Solvang, 4, 3, 2583, 842650, 326.2291908633372, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072091
1072161, 621 Valley Oak, Solvang, 3, 4, 2360, 851200, 360.6779661016949, SB, 0, 0, October 17, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072161
1062676, 250 Mission Springs, Arroyo Grande, 4, 4, 3000, 1085000, 361.6666666666667, SLO, 2, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1062676
1071746, 505 Ferrocarril, Atascadero, 1, 1, 480, 184900, 385.2083333333333, SLO, 3, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071746
1070929, 2145 Vintage, Hanford, 4, 3, 3460, 759000, 219.364161849711, Other, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070929
1069767, 515 Avenida Montecito Verde, Nipomo, 3, 2, 1068, 364990, 341.750936329588, SLO, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069767
1071587, 5065 Stagg Hill, Paso Robles, 4, 2, 2293, 619900, 270.34452682075886, SLO, 4, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071587
1070960, 1095 McCoy, Santa Maria, 2, 2, 720, 28000, 38.888888888888886, SB, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070960
1069334, 1208 Fesler, Santa Maria, 2, 3, 1594, 225000, 141.1543287327478, SB, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069334
1072016, 3969 Cherry Hill, Santa Maria, 2, 2, 1344, 249000, 185.26785714285714, SB, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072016
1071382, 1119 Alvin, Santa Maria, 3, 2, 2015, 369000, 183.12655086848636, SB, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071382
1070536, 8900 Junipero, Atascadero, 3, 2, 1586, 418700, 263.99747793190414, SLO, 3, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070536
1071529, 6115 Via Huerto, Atascadero, 4, 2, 2295, 549900, 239.6078431372549, SLO, 3, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071529
1070429, 3872 Seperado, Atascadero, 3, 4, 1931, 575000, 297.7731745209736, SLO, 3, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070429
1071178, 9414 Santa Clara, Atascadero, 4, 3, 2754, 710000, 257.8068264342774, SLO, 3, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071178
1062328, 7586 Balboa, Atascadero, 5, 6, 5476, 891000, 162.7100073046019, SLO, 3, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1062328
1058631, 1226 Main, Cambria, 3, 2, 1242, 188000, 151.36876006441224, SLO, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1058631
1071375, 5480 Oakhurst, Cambria, 4, 3, 3429, 799000, 233.01254009915428, SLO, 0, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071375
1071290, 1168 Mentone, Grover Beach, 5, 3, 2340, 560000, 239.31623931623932, SLO, 2, 1, 10/24/16, http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071290
